CHAPTER 6,o∙yaa∙la,you
CHAPTER 6,o∙bȧ∙la,you
CHAPTER 6,é∙yaa,he / she / him / her
CHAPTER 6,é∙yaa∙la,they / them
CHAPTER 6,a∙pé,our (e.g. “our name”) / ours (e.g. “This is ours”)
CHAPTER 6,o∙bȧ∙gé,your (e.g. “your name”) / yours (e.g. “This is yours”)
CHAPTER 6,o∙yaa∙la∙gé,your (e.g. “your name”) / yours (e.g. “This is yours”)
CHAPTER 6,o∙bȧ∙la∙gé,your (e.g. “your name”) / yours (e.g. “This is yours”)
CHAPTER 6,é∙yaa∙gé,his / her / his / hers
CHAPTER 6,é∙yaa∙la∙gé,their / theirs
CHAPTER 6,a∙pén,from us
CHAPTER 6,o∙bȧ∙gén,from you
CHAPTER 6,o∙yaa∙la∙gén,from you
CHAPTER 6,o∙bȧ∙la∙gén,from you
CHAPTER 6,é∙yaa∙gén,from him/her
CHAPTER 6,é∙yaa∙la∙gén,from them
CHAPTER 6,a∙pi∙tȧ,to/for us
CHAPTER 6,o∙bȧ∙tȧ,to/for you
CHAPTER 6,o∙yaa∙la∙tȧ,to/for you
CHAPTER 6,o∙bȧ∙la∙tȧ,to/for you
CHAPTER 6,é∙yaa∙tȧ,to/for him/her
CHAPTER 6,é∙yaa∙la∙tȧ,to/for them
CHAPTER 7,ni∙dhaa gan∙nȧ∙va,sleeping (e.g. “I am sleeping”) / sleep / sleeps (e.g. “I sleep”)
CHAPTER 7,ni∙dhaa gan∙né nǣ,not sleeping (e.g. “I am not sleeping”) / don’t/doesn’t sleep (e.g. “I don’t sleep”)
CHAPTER 7,ni∙dhaa gan∙nȧ∙va∙dhȧ?,sleeping? (e.g. “Are you sleeping?”) / sleep? (e.g. “Do you sleep?”)
CHAPTER 7,é∙nȧ∙va,coming (e.g. “I am coming”) / come / comes (e.g. “I come”)
CHAPTER 7,én∙né nǣ,not coming (e.g. “I am not coming”) / don’t/doesn’t come (e.g. “I don’t come”)
CHAPTER 7,é∙nȧ∙va∙dhȧ?,coming? (e.g. “Are you coming?”) / come? (e.g. “Do you come?”)
CHAPTER 7,kȧ∙rȧ∙nȧ∙va,doing (e.g. “I am doing”) / do / does (e.g. “I do”)
CHAPTER 7,kȧ∙ran∙né nǣ,not doing (e.g. “I am not doing”) / don’t/doesn’t do (e.g. “I don’t do”)
CHAPTER 7,kȧ∙rȧ∙nȧ∙va∙dhȧ?,doing? (e.g. “Are you doing?”) / do? (e.g. “Do you do?”)
CHAPTER 7,dhén∙né nǣ,not giving (e.g. “I am not giving”) / don’t/doesn’t give (e.g. “I don’t give”)
CHAPTER 7,dhé∙nȧ∙va∙dhȧ?,giving? (e.g. “Are you giving?”) / give? (e.g. “Do you give?”)
CHAPTER 7,ya∙nȧ∙va,going (e.g. “I am going”) / go / goes (e.g. “I go”)
CHAPTER 7,yan∙né nǣ,not going (e.g. “I am not going”) / don’t/doesn’t go (e.g. “I don’t go”)
CHAPTER 7,ya∙nȧ∙va∙dhȧ?,going? (e.g. “Are you going?”) / go? (e.g. “Do you go?”)
CHAPTER 7,ki∙yȧ∙nȧ∙va,saying (e.g. “I am saying”) / say / says (e.g. “I say”)
CHAPTER 7,ki∙yan∙né nǣ,not saying (e.g. “I am not saying”) / don’t/doesn’t say (e.g. “I don’t say”)
CHAPTER 7,ki∙yȧ∙nȧ∙va∙dhȧ?,saying? (e.g. “Are you saying?”) / say? (e.g. “Do you say?”)
CHAPTER 7,væ∙dȧ kȧ∙rȧ∙nȧ∙va,working (e.g. “I am working”) / work / works (e.g. “I work”)
CHAPTER 7,væ∙dȧ kȧ∙ran∙né nǣ,not working (e.g. “I am not working”) / don’t/doesn’t work (e.g. “I don’t work”)
CHAPTER 7,væ∙dȧ kȧ∙rȧ∙nȧ∙va∙dhȧ?,working? (e.g. “Are you working?”) / work? (e.g. “Do you work?”)
CHAPTER 8,ni∙dhaa gath∙tha,slept
CHAPTER 8,ni∙dhaa gath∙thé nǣ,didn’t sleep
CHAPTER 8,ni∙dhaa gath∙tha∙dhȧ?,slept?
CHAPTER 8,aa∙va,came
CHAPTER 8,aa∙vé nǣ,didn’t come
CHAPTER 8,aa∙va∙dhȧ?,came?
CHAPTER 8,kȧ∙laa,did
CHAPTER 8,kȧ∙lé nǣ,didn’t do
CHAPTER 8,kȧ∙laa∙dhȧ?,did?
CHAPTER 8,dhun∙na,gave
CHAPTER 8,dhun∙né nǣ,didn’t give
CHAPTER 8,dhun∙na∙dhȧ?,gave?
CHAPTER 8,gi∙yaa,went
CHAPTER 8,gi∙yé nǣ,didn’t go
CHAPTER 8,gi∙yaa∙dhȧ?,went?
CHAPTER 8,i∙gé∙nȧ gath∙tha,learned
CHAPTER 8,i∙gé∙nȧ gath∙thé nǣ,didn’t learn
CHAPTER 8,i∙gé∙nȧ gath∙tha∙dhȧ?,learned?
CHAPTER 8,kyuw∙wa,said
CHAPTER 8,kyuw∙wé nǣ,didn’t say
CHAPTER 8,kyuw∙wa∙dhȧ?,learned?
CHAPTER 8,ka∙thaa kȧ∙laa,spoke
CHAPTER 8,ka∙thaa kȧ∙lé nǣ,didn’t speak
CHAPTER 8,ka∙thaa kȧ∙laa∙dhȧ?,spoke?
CHAPTER 8,væ∙dȧ kȧ∙laa,worked
CHAPTER 8,væ∙dȧ kȧ∙lé nǣ,didn’t work
CHAPTER 8,væ∙dȧ kȧ∙laa∙dhȧ?,worked?
CHAPTER 9,ni∙dhaa gan∙nȧ ya∙nȧ∙va,going to sleep (e.g. “I am going to sleep”)
CHAPTER 9,ni∙dhaa gan∙nȧ,sleep! / to sleep
CHAPTER 9,ni∙dhaa gan∙nȧ yan∙né nǣ,not going to sleep (e.g. “I am not going to sleep”)
CHAPTER 9,ni∙dhaa gan∙nam,(I) will sleep
CHAPTER 9,én∙nȧ ya∙nȧ∙va,going to come (e.g. “I am going to come”)
CHAPTER 9,én∙nȧ yan∙né nǣ,not going to come (e.g. “I am not going to come”)
CHAPTER 9,én∙nam,(I) will come
CHAPTER 9,kȧ∙ran∙nȧ ya∙nȧ∙va,going to do (e.g. “I am going to do”)
CHAPTER 9,kȧ∙ran∙nȧ,do! / to do
CHAPTER 9,kȧ∙ran∙nȧ yan∙né nǣ,not going to do (e.g. “I am not going to do”)
CHAPTER 9,kȧ∙ran∙nam,(I) will do
CHAPTER 9,dhén∙nȧ ya∙nȧ∙va,going to give (e.g. “I am going to give”)
CHAPTER 9,dhén∙nȧ yan∙né nǣ,not going to give (e.g. “I am not going to give”)
CHAPTER 9,dhén∙nam,(I) will give
CHAPTER 9,yan∙nȧ ya∙nȧ∙va,going to go (e.g. “I am going to go”)
CHAPTER 9,yan∙nȧ yan∙né nǣ,not going to go (e.g. “I am not going to go”)
CHAPTER 9,yan∙nam,(I) will go
CHAPTER 9,i∙gé∙nȧ gan∙nȧ ya∙nȧ∙va,going to learn (e.g. “I am going to learn”)
CHAPTER 9,i∙gé∙nȧ gan∙nȧ,learn! / to learn
CHAPTER 9,i∙gé∙nȧ gan∙nȧ yan∙né nǣ,not going to learn (e.g. “I am not going to learn”)
CHAPTER 9,i∙gé∙nȧ gan∙nam,(I) will learn
CHAPTER 9,ki∙yan∙nȧ ya∙nȧ∙va,going to say (e.g. “I am going to say”)
CHAPTER 9,ki∙yan∙nȧ,say! / to say
CHAPTER 9,ki∙yan∙nȧ yan∙né nǣ,not going to say (e.g. “I am not going to say”)
CHAPTER 9,ki∙yan∙nam,(I) will say
CHAPTER 9,ka∙thaa kȧ∙ran∙nȧ ya∙nȧ∙va,going to speak (e.g. “I am going to speak”)
CHAPTER 9,ka∙thaa kȧ∙ran∙nȧ,speak! / to speak
CHAPTER 9,ka∙thaa kȧ∙ran∙nȧ yan∙né nǣ,not going to speak (e.g. “I am not going to speak”)
CHAPTER 9,ka∙thaa kȧ∙ran∙nam,(I) will speak
CHAPTER 9,væ∙dȧ kȧ∙ran∙nȧ ya∙nȧ∙va,going to work (e.g. “I am going to work”)
CHAPTER 9,væ∙dȧ kȧ∙ran∙nȧ,work! / to work
CHAPTER 9,væ∙dȧ kȧ∙ran∙nȧ yan∙né nǣ,not going to work (e.g. “I am not going to work”)
CHAPTER 9,væ∙dȧ kȧ∙ran∙nam,(I) will work
CHAPTER 10,dhæn,now
CHAPTER 10,ni∙dhaa gan∙nȧ é∙paa,don’t sleep!
CHAPTER 10,én∙nȧ é∙paa,don’t come!
CHAPTER 10,kȧ∙ran∙nȧ é∙paa,don’t do!
CHAPTER 10,dhén∙nȧ é∙paa,don’t give!
CHAPTER 10,yan∙nȧ é∙paa,don’t go!
CHAPTER 10,i∙gé∙nȧ gan∙nȧ é∙paa,don’t learn!
CHAPTER 10,ki∙yan∙nȧ é∙paa,don’t say!
CHAPTER 10,ka∙thaa kȧ∙ran∙nȧ é∙paa,don’t speak!
CHAPTER 10,væ∙dȧ kȧ∙ran∙nȧ é∙paa,don’t work!
CHAPTER 11,mi∙ni∙ha,man
CHAPTER 11,mi∙nis∙su,men
CHAPTER 11,gæ∙hæ∙ni,woman
CHAPTER 11,gæ∙hæ∙nu,women
CHAPTER 11,la∙mȧ∙ya,child
CHAPTER 11,la∙mayi,children
CHAPTER 11,kol∙la,boy
CHAPTER 11,kol∙lo,boys
CHAPTER 11,kél∙lȧ,girl
CHAPTER 11,kél∙lo,girls
CHAPTER 11,væ∙di∙hi∙ti∙ya,adult
CHAPTER 11,væ∙di∙hi∙ti∙yo,adults
CHAPTER 11,kǣ∙va,ate
CHAPTER 11,kǣ∙vé nǣ,didn’t eat
CHAPTER 11,kan∙nȧ ya∙nȧ∙va,going to eat
CHAPTER 11,kan∙nȧ,eat! / to eat
CHAPTER 12,ḗ∙kȧ,that / it
CHAPTER 12,mo∙kak∙dhȧ?,what?
CHAPTER 12,ko∙ho∙mȧ∙dhȧ?,how?
CHAPTER 12,mḗ∙va,these
CHAPTER 12,ḗ∙va,those
CHAPTER 12,mo∙nȧ∙va∙dhȧ?,what?
CHAPTER 12,mḗ∙ké,of this
CHAPTER 12,ḗ∙ké,of that / of it
CHAPTER 12,mḗ∙va∙yé,of these
CHAPTER 12,ḗ∙va∙yé,of those
CHAPTER 12,mḗ∙kén,from this
CHAPTER 12,ḗ∙kén,from that / from it
CHAPTER 12,mḗ∙va∙yén,from these
CHAPTER 12,ḗ∙va∙yén,from those
CHAPTER 12,gan∙nȧ,take! / to take
CHAPTER 12,mḗ∙kȧ∙tȧ,to/for this
CHAPTER 12,ḗ∙kȧ∙tȧ,to/for that / to/for it
CHAPTER 12,mḗ∙va∙tȧ,to/for these
CHAPTER 12,ḗ∙va∙tȧ,to/for those
CHAPTER 12,kee∙yȧ∙dhȧ?,how much?
CHAPTER 13,mé∙yaa,this person
CHAPTER 13,kauw∙dhȧ?,who?
CHAPTER 13,yaa∙lu∙va,friend
CHAPTER 13,mé∙yaa∙la,these people
CHAPTER 13,yaa∙lu∙vo,friends
CHAPTER 13,mé∙yaa∙gé,this person’s
CHAPTER 13,mé∙yaa∙la∙gé,these people’s
CHAPTER 13,nam,names
CHAPTER 13,mé∙yaa∙gén,from this person
CHAPTER 13,mé∙yaa∙la∙gén,from these people
CHAPTER 13,mé∙yaa∙tȧ,to/for this person
CHAPTER 13,mé∙yaa∙la∙tȧ,to/for these people
CHAPTER 14,mé∙hé,here
CHAPTER 14,é∙hé,there
CHAPTER 14,in∙nȧ,wait! / to wait
CHAPTER 14,mé∙hén,from here
CHAPTER 14,é∙hén,from there
CHAPTER 14,mé∙hé∙tȧ,to here
CHAPTER 14,é∙hé∙tȧ,to there
CHAPTER 15,æyi?,why?
CHAPTER 15,æyi næth∙thé?,why not?
CHAPTER 15,ko∙hé∙dhȧ?,where?
CHAPTER 15,yan∙né,going / go / goes
CHAPTER 15,ko∙hén∙dhȧ?,from where?
CHAPTER 15,én∙né,coming / come / comes
CHAPTER 15,ko∙hé∙tȧ∙dhȧ?,to where?
CHAPTER 15,kaa∙gé∙dhȧ?,whose?
CHAPTER 15,kaa∙gén∙dhȧ?,from whom?
CHAPTER 15,kaa∙tȧ∙dhȧ?,to/for whom?
CHAPTER 15,o∙né,want (e.g. “I want this”)
CHAPTER 15,kȧ∙ran∙né,doing / do / does
CHAPTER 15,prash∙nȧyȧ,question / issue / problem
CHAPTER 15,vu∙nḗ,happened
CHAPTER 15,mo∙kén∙dhȧ?,what from?
CHAPTER 15,mo∙nȧ∙va∙yén∙dhȧ?,what from?
CHAPTER 15,mo∙kȧ∙tȧ∙dhȧ?,to/for what?
CHAPTER 15,mo∙nȧ∙va∙tȧ∙dhȧ?,to/for what?
CHAPTER 15,ka∙vȧ∙dha∙dhȧ?,when?
CHAPTER 15,thi∙yén∙né,there is/are
CHAPTER 15,vén∙né,are/is happening / happen/happens
CHAPTER 15,kee∙yȧ∙tȧ∙dhȧ?,when?
CHAPTER 15,ka∙vȧ∙dha iňdhan∙dhȧ?,from/since when?
CHAPTER 15,kee∙yé iňdhan∙dhȧ?,from/since when?
CHAPTER 15,in∙né,waiting / wait / waits
CHAPTER 15,ka∙vȧ∙dha∙tȧ∙dhȧ?,for when?
CHAPTER 15,koyi é∙kȧ∙dhȧ?,which one?
CHAPTER 15,koyi ḗ∙va∙dhȧ?,which ones?
CHAPTER 15,koyi ék∙ké∙naa∙dhȧ?,which one?
CHAPTER 15,dhan∙né,knowing / know / knows
CHAPTER 15,kee∙yak∙dhȧ?,how many?
CHAPTER 15,kee∙dhé∙nék∙dhȧ?,how many?
CHAPTER 15,poth,books
CHAPTER 16,kȧ∙ran∙nȧ∙dhȧ?,Shall (I) do?
CHAPTER 16,kȧ∙ran∙nȧ é∙paa∙dhȧ?,Shall (I) not do?
CHAPTER 16,dhan∙nȧ∙va,knowing (e.g. “I am knowing”) / know / knows (e.g. “I know”)
CHAPTER 16,dhan∙né nǣ,not knowing (e.g. “I am not knowing”) / don’t/doesn’t know (e.g. “I don’t know”)
CHAPTER 16,dhan∙nȧ∙va∙dhȧ?,knowing? (e.g. “Are you knowing?”) / know? (e.g. “Do you know?”)
CHAPTER 16,dhan∙né nædh∙dhȧ?,not knowing? (e.g. “Are you not knowing?”) / don’t/doesn’t know? (e.g. “Don’t you know?”)
CHAPTER 16,aa∙sayi,liking (e.g. “I am liking”) / like / likes (e.g. “I like”)
CHAPTER 16,aa∙sȧ nǣ,not liking (e.g. “I am not liking”) / don’t/doesn’t like (e.g. “I don’t like”)
CHAPTER 16,go∙dak,a lot
CHAPTER 16,pod∙dak∙vath,not at all / not even a little
CHAPTER 16,aa∙sȧ∙dhȧ?,liking? (e.g. “Are you liking?”) / like? (e.g. “Do you like?”)
CHAPTER 16,aa∙sȧ nædh∙dhȧ?,not liking? (e.g. “Are you not liking?”) / don’t/doesn’t like? (e.g. “Don’t you like?”)
CHAPTER 16,pu∙lu∙wan,can (e.g. “I can”)
CHAPTER 16,bǣ,can’t (e.g. “I can’t”)
CHAPTER 16,pu∙lu∙wan∙dhȧ?,can? (e.g. “Can you?”)
CHAPTER 16,bæ∙ri∙dhȧ?,can’t? (e.g. “Can’t you?”)
CHAPTER 16,é∙paa,don’t want (e.g. “I don’t want this”)
CHAPTER 16,dhé∙yak,a thing
CHAPTER 16,mo∙kak∙vath,none / nothing
CHAPTER 16,ō∙né∙dhȧ?,want? (e.g. “Do you want?”)
CHAPTER 16,é∙paa∙dhȧ?,don’t want? (e.g. “Don’t you want?”)
CHAPTER 16,mo∙kak∙ha∙ri,any
CHAPTER 16,a∙vash∙yayi,need / needs (e.g. “I need”) / is needed (e.g. “It is needed”)
CHAPTER 16,a∙vash∙yȧ nǣ,don’t/doesn’t need (e.g. “I don’t need”) / is not needed (e.g. “It is not needed”)
CHAPTER 16,a∙vash∙yȧ∙dhȧ?,need? (e.g. “Do you need?”) / is needed? (e.g. “Is it needed?”)
CHAPTER 16,a∙vash∙yȧ nædh∙dhȧ?,don’t/doesn’t need? (e.g. “Don’t you need?”) / is not needed? (e.g. “Is it not needed?”)
CHAPTER 16,thi∙yé∙nȧ∙va,have / has (e.g. “I have a book”)
CHAPTER 16,thi∙yé∙nȧ∙va∙dhȧ?,have? (e.g. “Do you have a book?”)
CHAPTER 16,nædh∙dhȧ?,don’t/doesn’t have? (e.g. “Don’t you have a book?”)
CHAPTER 16,in∙nȧ∙va,have / has (e.g. “I have a dog”)
CHAPTER 16,in∙nȧ∙va∙dhȧ?,have? (e.g. “Do you have a dog?”)
CHAPTER 16,a∙nḗ!,Oh!
CHAPTER 16,ayi∙yō!,Oh no!
CHAPTER 16,a∙pȧ∙raa∙dhé!,That’s a shame! / That’s too bad
CHAPTER 16,shaa!,Wow!
CHAPTER 16,ma∙ru,Awesome! / awesome
CHAPTER 16,nḗ∙dhȧ?,Isn’t it?
CHAPTER 16,æth∙thȧ∙dhȧ?,Really?
CHAPTER 16,prash∙nȧ∙yak nǣ,No problem
CHAPTER 16,ka∙mak nǣ,Doesn’t matter
CHAPTER 16,an∙nȧ,There you go / There it is
CHAPTER 16,ḗth…,But / However..
CHAPTER 16,ḗ∙kȧ ha∙ri,That’s right/correct
CHAPTER 16,a∙ni∙vaar∙yȧ∙yén!,For sure!
CHAPTER 16,ma∙chang,buddy / pal / dude
CHAPTER 17,pauw∙lȧ,family
CHAPTER 17,dhé∙mauw∙pi∙yo,parents
CHAPTER 17,sa∙hō∙dhȧ∙rȧ∙yo,brothers
CHAPTER 17,sa∙hō∙dhȧ∙rȧ sa∙hō∙dhȧ∙ri∙yo,brothers & sisters / siblings
CHAPTER 17,aach∙chiyi see∙ya,grandparents
CHAPTER 17,nǣ∙yo,relatives
CHAPTER 17,sa∙hō∙dhȧ∙ri∙yo,sisters
CHAPTER 17,thaath∙tha,father / “father”
CHAPTER 17,ham∙bȧ vé∙laa,(has/have) met / meet and...
CHAPTER 17,ham∙bȧ vé∙laa nǣ,(has/have) not met
CHAPTER 17,am∙ma,mother / “mother”
CHAPTER 17,pu∙thaa,son
CHAPTER 17,dhu∙wȧ,daughter
CHAPTER 17,ayi∙ya,elder brother
CHAPTER 17,mal∙li,younger brother
CHAPTER 17,ak∙ka,older sister
CHAPTER 17,nan∙gi,younger sister
CHAPTER 17,ma∙hath∙thȧ∙ya,husband
CHAPTER 17,nō∙na,wife
CHAPTER 17,gȧl frénd (“girlfriend”),girlfriend
CHAPTER 17,nǣ∙ya,relative
CHAPTER 18,gḗ,house
CHAPTER 18,ȧ∙paat∙mȧnt (“apartment”) é∙kȧ,apartment / flat
CHAPTER 18,las∙sȧ∙nayi,(am/are/is) beautiful / good- looking
CHAPTER 18,lo∙kuyi,(am/are/is) big
CHAPTER 18,gé∙dhȧ∙rȧ,home
CHAPTER 18,kaa∙mȧ∙rȧ∙yȧ,room
CHAPTER 18,æ∙thu∙lé,inside
CHAPTER 18,in∙nȧ∙va∙dhȧ?,waiting? (e.g. “Are you waiting?”) / wait? (e.g. “Do you wait?”)
CHAPTER 18,po∙diyi,(am/are/is) big
CHAPTER 18,pi∙li∙vé∙layi,(am/are/is) tidy
CHAPTER 18,ni∙dhaa gan∙nȧ kaa∙mȧ∙rȧ∙yȧ,bedroom
CHAPTER 18,naa∙nȧ kaa∙mȧ∙rȧ∙yȧ,bathroom
CHAPTER 18,saa∙lȧ∙yȧ,living room / sitting room / hall
CHAPTER 18,kus∙si∙yȧ,kitchen
CHAPTER 18,pǣn∙tri∙yȧ,pantry
CHAPTER 18,ga∙raaj (“garage”) é∙kȧ,garage
CHAPTER 18,see∙li∙mȧ,ceiling
CHAPTER 18,dho∙rȧ,door
CHAPTER 18,po∙lo∙wȧ,floor
CHAPTER 18,bith∙thi∙yȧ,wall
CHAPTER 18,ja∙nḗ∙lȧ∙yȧ,window
CHAPTER 18,bæl∙kȧ∙ni∙yȧ,balcony
CHAPTER 18,vath∙thȧ,garden / lawn
CHAPTER 18,pal∙lé∙ha that∙tu∙wȧ,ground floor / downstairs
CHAPTER 18,ko∙ri∙dō∙vȧ,corridor
CHAPTER 18,is∙thōp∙pu∙wȧ,veranda / porch
CHAPTER 18,va∙ha∙lȧ,roof
CHAPTER 18,pa∙di pé∙lȧ,staircase
CHAPTER 18,u∙dȧ that∙tu∙wȧ,upstairs
CHAPTER 18,baath tab (“bath tub”) é∙kȧ,bath tub
CHAPTER 18,flash (“flush”) é∙kȧ,flush
CHAPTER 18,ko∙mōd (“commode”) é∙kȧ,flush toilet
CHAPTER 18,kan∙naa∙di∙yȧ,mirror
CHAPTER 18,sha∙wȧr (“shower”) é∙kȧ,shower
CHAPTER 18,sink (“sink”) é∙kȧ,sink / washbasin
CHAPTER 18,tæp (“tap”) é∙kȧ,tap
CHAPTER 18,thu∙waa∙yȧ,towel
CHAPTER 18,æňdhȧ,bed
CHAPTER 18,æňdhȧ æ∙thi∙ril∙lȧ,bedsheet
CHAPTER 18,po∙rȧ∙vȧ∙nȧ rédh∙dhȧ,blanket
CHAPTER 18,kan∙naa∙di mḗ∙sȧ∙yȧ,dressing table
CHAPTER 18,mét∙tȧ∙yȧ,mattress
CHAPTER 18,kot∙tȧ∙yȧ,pillow
CHAPTER 18,al∙maa∙ri∙yȧ,wardrobe / cupboard
CHAPTER 18,kos∙sȧ,broom
CHAPTER 18,thaach∙chi∙yȧ,frying pan
CHAPTER 18,jog∙gu∙wȧ,jug
CHAPTER 18,kḗ∙thȧ∙lȧ∙yȧ,kettle
CHAPTER 18,mayi∙kro∙wḗv (“microwave”) é∙kȧ,microwave oven
CHAPTER 18,pō∙rȧ∙nu∙wȧ,oven
CHAPTER 18,frij (“fridge”) é∙kȧ,refrigerator / fridge
CHAPTER 18,saas∙paa∙nȧ∙yȧ,saucepan
CHAPTER 18,li∙pȧ,stove
CHAPTER 18,tōs∙tȧr (“toaster”) é∙kȧ,toaster
CHAPTER 18,kaa∙pȧt (“carpet”) é∙kȧ,carpet
CHAPTER 18,ka∙vich∙chi∙yȧ,couch
CHAPTER 18,sé∙ti∙yȧ,settee
CHAPTER 18,pu∙tu∙wȧ,chair
CHAPTER 18,kǣ∙mȧ ka∙nȧ mḗ∙sȧ∙yȧ,dining table
CHAPTER 18,mḗ∙sȧ∙yȧ,table
CHAPTER 18,mḗ∙sȧ rédh∙dhȧ,table cloth
CHAPTER 18,éyaa kȧn∙di∙shȧ∙nȧr (“air conditioner”) é∙kȧ,air conditioner
CHAPTER 18,ja∙nḗl rédh∙dhȧ,curtain
CHAPTER 18,fǣn (“fan”) é∙kȧ,electric fan
CHAPTER 18,plag poyint (“plug point”) é∙kȧ,electric socket
CHAPTER 18,a∙yȧn (“iron”) é∙kȧ,iron
CHAPTER 18,ya∙thu∙rȧ,key
CHAPTER 18,laam∙pu∙wȧ,lamp
CHAPTER 18,ma∙lȧ,flower
CHAPTER 18,mal pōch∙chi∙yȧ,flower pot
CHAPTER 18,tha∙nȧ ko∙lȧ,grass
CHAPTER 18,thaap∙pȧ∙yȧ,perimeter wall
CHAPTER 18,pæ∙lȧ∙yȧ,plant
CHAPTER 18,ga∙ha,tree
CHAPTER 19,æňgȧ,body
CHAPTER 19,mu∙hu∙nȧ,face
CHAPTER 19,ri∙dhé∙nȧ∙va∙dhȧ?,hurting? (e.g. “Is it hurting?”) / hurt? (e.g. “Does it hurt?”)
CHAPTER 19,ri∙dhé∙nȧ∙va,hurting (e.g. “It is hurting”) / hurt / hurts (e.g. “It hurts”)
CHAPTER 19,ri∙dhén∙né nǣ,not hurting (e.g. “It’s not hurting”) / don’t/doesn’t hurt (e.g. “It doesn’t hurt”)
CHAPTER 19,ka∙ku∙lȧ,leg / foot
CHAPTER 19,ka∙kul,legs
CHAPTER 19,dha∙ku∙nu,right
CHAPTER 19,vam,left
CHAPTER 19,a∙thȧ,arm / hand
CHAPTER 19,ath,arms / hands
CHAPTER 19,pi∙tȧ,back
CHAPTER 19,pa∙pu∙wȧ,chest
CHAPTER 19,æňgil∙lȧ,finger
CHAPTER 19,æňgi∙li,fingers
CHAPTER 19,o∙lu∙wȧ,head
CHAPTER 19,dha∙nȧ hi∙sȧ,knee
CHAPTER 19,dha∙nȧ his,knees
CHAPTER 19,bél∙lȧ,neck
CHAPTER 19,u∙rȧ hi∙sȧ,shoulder
CHAPTER 19,u∙rȧ his,shoulders
CHAPTER 19,ba∙dȧ,stomach / abdomen
CHAPTER 19,ka∙ku∙lé æňgil∙lȧ,toe
CHAPTER 19,ka∙ku∙lé æňgi∙li,toes
CHAPTER 19,kam∙mu∙lȧ,cheek
CHAPTER 19,kam∙mul,cheeks
CHAPTER 19,ni∙kȧ∙tȧ,chin
CHAPTER 19,ka∙nȧ,ear
CHAPTER 19,kan,ears
CHAPTER 19,æ∙hæ,eye
CHAPTER 19,æs,eyes
CHAPTER 19,na∙lȧ∙lȧ,forehead
CHAPTER 19,kon∙dȧ∙yȧ,hair
CHAPTER 19,tho∙lȧ,lip
CHAPTER 19,thol,lips
CHAPTER 19,ka∙tȧ,mouth
CHAPTER 19,na∙ha∙yȧ,nose
CHAPTER 19,dhi∙vȧ,tongue
CHAPTER 19,dha∙thȧ,tooth
CHAPTER 19,dhath,teeth
CHAPTER 20,paa∙tȧ,color
